an,semestru,nume_disciplina,nrcrt,sapt,curs,numarore,numecat,orestud,examin,credite,nume_nota,obligativ,nume_pachet,facultate,specializare,profil_facultate,formainv
3,1,Limbi moderne V                                                                                                         ,102,14,CURS      ,1,DC   ,8,colocviu                      ,2,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
3,1,Incercarea constructiilor                                                                                               ,103,14,LABORATOR ,2,DS   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
3,1,Incercarea constructiilor                                                                                               ,103,14,CURS      ,1,DS   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
3,1,Voluntariat 5                                                                                                           ,305,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
3,2,Pachete software performante pentru proiectarea infrastructurilor                                                       ,104,14,LABORATOR ,2,DS   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
3,2,Pachete software performante pentru proiectarea infrastructurilor                                                       ,104,14,CURS      ,1,DS   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
3,2,Creatia tehnica in constructii                                                                                          ,105,14,LABORATOR ,1,DC   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
3,2,Creatia tehnica in constructii                                                                                          ,105,14,CURS      ,2,DC   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
3,2,Voluntariat 6                                                                                                           ,306,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Drumuri III                                                                                                             ,53,14,CURS      ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Drumuri III                                                                                                             ,53,14,PROIECT   ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Cai ferate II                                                                                                           ,54,14,PROIECT   ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Cai ferate II                                                                                                           ,54,14,CURS      ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Poduri din beton armat II                                                                                               ,55,14,CURS      ,2,DS   ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Poduri din beton armat II                                                                                               ,55,14,PROIECT   ,3,DS   ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Poduri metalice III                                                                                                     ,56,14,CURS      ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Poduri metalice III                                                                                                     ,56,14,PROIECT   ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Curs general de constructii                                                                                             ,57.1,14,LABORATOR ,1,DID  ,8,colocviu                      ,2,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Curs general de constructii                                                                                             ,57.1,14,CURS      ,2,DID  ,8,colocviu                      ,2,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Cladiri civile                                                                                                          ,57.2,14,CURS      ,2,DID  ,8,colocviu                      ,2,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Cladiri civile                                                                                                          ,57.2,14,LABORATOR ,1,DID  ,8,colocviu                      ,2,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Tuneluri si metropolitane                                                                                               ,58,14,CURS      ,2,DS   ,44,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Tuneluri si metropolitane                                                                                               ,58,14,LABORATOR ,2,DS   ,44,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Management in constructii                                                                                               ,59,14,LABORATOR ,1,DID  ,58,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Management in constructii                                                                                               ,59,14,CURS      ,2,DID  ,58,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Intretinerea si reabilitarea drumurilor                                                                                 ,60.1,14,LABORATOR ,1,DS   ,58,examen                        ,4,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Intretinerea si reabilitarea drumurilor                                                                                 ,60.1,14,CURS      ,2,DS   ,58,examen                        ,4,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Intretinerea si reabilitarea strazilor                                                                                  ,60.2,14,LABORATOR ,1,DS   ,58,examen                        ,4,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Intretinerea si reabilitarea strazilor                                                                                  ,60.2,14,CURS      ,2,DS   ,58,examen                        ,4,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Intretinerea si reabilitarea podurilor din beton                                                                        ,61.1,14,CURS      ,2,DS   ,58,colocviu                      ,4,Nota      ,DO,OPTIONAL VII,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Intretinerea si reabilitarea podurilor din beton                                                                        ,61.1,14,LABORATOR ,1,DS   ,58,colocviu                      ,4,Nota      ,DO,OPTIONAL VII,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Intretinerea si reabilitarea podurilor metalice                                                                         ,61.2,14,LABORATOR ,1,DS   ,58,colocviu                      ,4,Nota      ,DO,OPTIONAL VII,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Intretinerea si reabilitarea podurilor metalice                                                                         ,61.2,14,CURS      ,2,DS   ,58,colocviu                      ,4,Nota      ,DO,OPTIONAL VII,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Probleme speciale de poduri metalice                                                                                    ,62.1,14,CURS      ,2,DS   ,72,examen                        ,4,Nota      ,DO,OPTIONAL VIII,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Structuri compuse otel-beton                                                                                            ,62.2,14,CURS      ,2,DS   ,72,examen                        ,4,Nota      ,DO,OPTIONAL VIII,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Ingineria traficului                                                                                                    ,63.1,14,LABORATOR ,1,DS   ,58,examen                        ,4,Nota      ,DO,OPTIONAL IX,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Ingineria traficului                                                                                                    ,63.1,14,CURS      ,2,DS   ,58,examen                        ,4,Nota      ,DO,OPTIONAL IX,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Mobilitate si forma urbana                                                                                              ,63.2,14,CURS      ,2,DS   ,58,examen                        ,4,Nota      ,DO,OPTIONAL IX,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Mobilitate si forma urbana                                                                                              ,63.2,14,LABORATOR ,1,DS   ,58,examen                        ,4,Nota      ,DO,OPTIONAL IX,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Intretinerea si reabilitarea cailor ferate                                                                              ,64.1,14,LABORATOR ,1,DS   ,58,examen                        ,4,Nota      ,DO,OPTIUNE X,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Intretinerea si reabilitarea cailor ferate                                                                              ,64.1,14,CURS      ,2,DS   ,58,examen                        ,4,Nota      ,DO,OPTIUNE X,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Suprastructuri pentru viteze mari de cale ferata                                                                        ,64.2,14,CURS      ,2,DS   ,58,examen                        ,4,Nota      ,DO,OPTIUNE X,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Suprastructuri pentru viteze mari de cale ferata                                                                        ,64.2,14,LABORATOR ,1,DS   ,58,examen                        ,4,Nota      ,DO,OPTIUNE X,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Tehnologii speciale pentru lucrari de arta                                                                              ,65.1,14,LABORATOR ,1,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIUNE XI,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Tehnologii speciale pentru lucrari de arta                                                                              ,65.1,14,CURS      ,2,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIUNE XI,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Probleme speciale de fundatii                                                                                           ,65.2,14,CURS      ,2,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIUNE XI,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Probleme speciale de fundatii                                                                                           ,65.2,14,LABORATOR ,1,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIUNE XI,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Organizarea lucrarilor si santierelor de CFDP                                                                           ,65.3,14,LABORATOR ,1,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIUNE XI,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Organizarea lucrarilor si santierelor de CFDP                                                                           ,65.3,14,CURS      ,2,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIUNE XI,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Elaborarea proiectului de diploma                                                                                       ,66,14,PROIECT   ,4,DS   ,44,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Practica pentru proiectul de diploma                                                                                    ,67,14,PRAC.PROI.,5,DS   ,5,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Examen de diploma                                                                                                       ,68,14,PROIECT   ,0,DS   ,0,examen                        ,10,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Limbi moderne VI                                                                                                        ,106,14,CURS      ,1,DC   ,8,colocviu                      ,2,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Limbi moderne VI                                                                                                        ,106,14,LABORATOR ,2,DC   ,8,colocviu                      ,2,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,1,Voluntariat 7                                                                                                           ,307,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Tehnici speciale de monitorizare a podurilor                                                                            ,107,14,CURS      ,2,DS   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Tehnici speciale de monitorizare a podurilor                                                                            ,107,14,LABORATOR ,1,DS   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
4,2,Voluntariat 8                                                                                                           ,308,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,"Cai Ferate, Drumuri si Poduri-(CFDP)",Inginerie civila -                                                                                  ,LICENTA
1,1,Analiza matematica                                                                                                      ,1,14,CURS      ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Analiza matematica                                                                                                      ,1,14,SEMINAR   ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,"Algebra liniara, geometrie analitica si diferentiala                                                                    ",2,14,CURS      ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,"Algebra liniara, geometrie analitica si diferentiala                                                                    ",2,14,SEMINAR   ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Geometrie descriptiva                                                                                                   ,3,14,LABORATOR ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Geometrie descriptiva                                                                                                   ,3,14,CURS      ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Informatica aplicata                                                                                                    ,4,14,LABORATOR ,2,DF   ,19,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Informatica aplicata                                                                                                    ,4,14,CURS      ,2,DF   ,19,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Chimie                                                                                                                  ,5,14,LABORATOR ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Chimie                                                                                                                  ,5,14,CURS      ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Geologie inginereasca                                                                                                   ,6,14,LABORATOR ,1,DID  ,22,examen                        ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Geologie inginereasca                                                                                                   ,6,14,CURS      ,1,DID  ,22,examen                        ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Educatie fizica I                                                                                                       ,7,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Limba engleza I                                                                                                         ,8.1,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Limba franceza I                                                                                                        ,8.2,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Limba germana I                                                                                                         ,8.3,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Limba italiana I                                                                                                        ,8.4,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Istoria ingineriei constructiilor                                                                                       ,9.1,14,CURS      ,2,DC   ,22,colocviu                      ,2,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Etica si integritate academica                                                                                          ,9.2,14,CURS      ,2,DC   ,22,colocviu                      ,2,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Matematici speciale                                                                                                     ,10,14,SEMINAR   ,2,DF   ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Matematici speciale                                                                                                     ,10,14,CURS      ,2,DF   ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Mecanica I                                                                                                              ,11,14,LABORATOR ,3,DID  ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Mecanica I                                                                                                              ,11,14,CURS      ,2,DID  ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Fizica                                                                                                                  ,12,14,SEMINAR   ,1,DF   ,33,examen                        ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Fizica                                                                                                                  ,12,14,CURS      ,2,DF   ,33,examen                        ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Materiale de constructii                                                                                                ,13,14,CURS      ,2,DID  ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Materiale de constructii                                                                                                ,13,14,LABORATOR ,2,DID  ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Desen tehnic si infografica I                                                                                           ,14,14,LABORATOR ,3,DF   ,58,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Programarea calculatoarelor si limbaje de programare                                                                    ,15,14,LABORATOR ,2,DF   ,47,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Elemente de arhitectura si sistematizare                                                                                ,16,14,CURS      ,1,DID  ,36,colocviu                      ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Economie generala                                                                                                       ,17,14,CURS      ,1,DC   ,22,examen                        ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Economie generala                                                                                                       ,17,14,SEMINAR   ,1,DC   ,22,examen                        ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Educatie fizica II                                                                                                      ,18,14,SEMINAR   ,1,DC   ,11,verificare                    ,1,A/R       ,DI,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Limba engleza II                                                                                                        ,19.1,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Limba franceza II                                                                                                       ,19.2,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Limba germana II                                                                                                        ,19.3,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Limba italiana II                                                                                                       ,19.4,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,1,Voluntariat 1                                                                                                           ,301,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
1,2,Allplan inginerie I                                                                                                     ,101,14,LABORATOR ,1,DC   ,47,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,"Constructii civile, industriale si agricole (CCIA-eng)",Inginerie civila -                                                                                  ,LICENTA
